id,name,skill,age,gender,availability_status,rating,language,hobli
297,Labor 297,Farm Laborer,43,female,available,2.9,Kannada,Hennur Hobli
298,Labor 298,Livestock Caretaker,53,female,part-time,1.3,Telugu,Banaswadi Hobli
299,Labor 299,Water Carrier,28,male,unavailable,2.4,Punjabi,Anekal Hobli
300,Labor 300,Plowing (Traditional & Tractor),46,male,available,2.7,Hindi,Koramangala Hobli
301,Labor 301,Leveling and Soil Tillage,29,male,part-time,3.5,Kannada,Begur Hobli
302,Labor 302,Composting/Manure Application,55,female,unavailable,4.5,Telugu,Banashankari Hobli
303,Labor 303,Mulching Techniques,55,female,available,1.5,Punjabi,Nazarabad Hobli
304,Labor 304,Seed Sowing (Manual & Machine),33,male,part-time,4.8,Hindi,Bannimantap Hobli
305,Labor 305,"Seedling Transplantation (Paddy, Vegetables)",39,female,unavailable,4.3,Kannada,Hinkal Hobli
306,Labor 306,Nursery Management,22,male,available,1.1,Telugu,T. Narasipura Hobli
307,Labor 307,Seed Treatment,59,female,part-time,4.5,Punjabi,Nanjangud Hobli
308,Labor 308,"Weeding (Manual, Chemical, Mechanical)",20,female,unavailable,1.5,Hindi,Muddur Hobli
309,Labor 309,"Fertilizer Application (DAP, Urea, Organic)",46,female,available,3.9,Kannada,Kammalapura Hobli
310,Labor 310,Pest/Disease Identification & Management,50,female,part-time,4.3,Telugu,Savadatti Hobli
311,Labor 311,"Pruning and Training (Fruit Trees, Vineyards)",29,female,unavailable,3.8,Punjabi,Murgod Hobli
312,Labor 312,"Grain Harvesting (Wheat, Rice, Maize)",51,female,available,3.9,Hindi,Kakati Hobli
313,Labor 313,"Fruit Picking (Mango, Banana, Citrus)",26,female,part-time,3.2,Kannada,Kittur Hobli
314,Labor 314,"Vegetable Harvesting (Tomato, Onion, Potato)",27,male,unavailable,3.8,Telugu,Hukeri Hobli
315,Labor 315,Tea/Coffee Plucking,23,female,available,2.3,Punjabi,Chinchkheda Hobli
316,Labor 316,Threshing (Manual & Machine),18,male,part-time,2.7,Hindi,Gokak Hobli
317,Labor 317,Winnowing and Cleaning,54,female,unavailable,2.6,Kannada,Kavoor Hobli
318,Labor 318,Grading and Sorting,60,female,available,4.8,Telugu,Suratkal Hobli
319,Labor 319,"Storage (Grain Silos, Cold Storage)",34,male,part-time,2,Punjabi,Bajpe Hobli
320,Labor 320,Tractor Operations,60,male,unavailable,1.9,Hindi,Mulki Hobli
321,Labor 321,Plowing/Harrowing,35,male,available,3,Kannada,Puttur Hobli
322,Labor 322,Seeding/Planting Attachments,39,male,part-time,3.2,Telugu,Bellare Hobli
323,Labor 323,Trailer Handling,47,female,unavailable,1.1,Punjabi,Kadaba Hobli
324,Labor 324,Drip Irrigation Setup,44,male,available,2.8,Hindi,Chikkamagaluru Hobli
325,Labor 325,Sprinkler Operation,19,female,part-time,1.5,Kannada,Mudigere Hobli
326,Labor 326,Pump Maintenance,20,female,unavailable,2.6,Telugu,Kadur Hobli
327,Labor 327,Combine Harvester Operation,29,male,available,4.3,Punjabi,Tarikere Hobli
328,Labor 328,Power Tiller Usage,51,male,part-time,2.8,Hindi,Koppa Hobli
329,Labor 329,Thresher Operation,28,female,unavailable,3,Kannada,N.R. Pura Hobli
330,Labor 330,Animal Husbandry,58,male,available,2.8,Telugu,Bhadravati Hobli
331,Labor 331,"Dairy Farming (Milking, Feed Management)",36,female,part-time,4.1,Punjabi,Tumkur Hobli
332,Labor 332,"Poultry Care (Vaccination, Brooding)",37,female,unavailable,2.1,Hindi,Sira Hobli
333,Labor 333,Goat/Sheep Rearing,42,male,available,2.7,Kannada,Madhugiri Hobli
334,Labor 334,Fisheries,22,male,part-time,3.5,Telugu,Pavagada Hobli
335,Labor 335,Pond Preparation,41,female,unavailable,3.3,Punjabi,Tiptur Hobli
336,Labor 336,Fish Feeding Techniques,33,male,available,1.5,Hindi,Gubbi Hobli
337,Labor 337,Net Casting/Harvesting,42,male,part-time,3,Kannada,Kunigal Hobli
338,Labor 338,Organic Farming,25,male,unavailable,2.7,Telugu,Karwar Hobli
339,Labor 339,Vermicomposting,57,male,available,4.6,Punjabi,Bhatkal Hobli
340,Labor 340,Biofertilizer Application,41,female,part-time,2.3,Hindi,Kumta Hobli
341,Labor 341,"Natural Pest Control (Neem, Cow Urine)",44,male,unavailable,3.6,Kannada,Honavar Hobli
342,Labor 342,Greenhouse Management,18,male,available,1.8,Telugu,Honavar Hobli
343,Labor 343,Polyhouse Maintenance,53,female,part-time,2,Punjabi,Jalahalli Hobli
344,Labor 344,Hydroponics/Aquaponics,44,male,unavailable,4.2,Hindi,Yelahanka Hobli
345,Labor 345,Agroforestry,18,female,available,2.5,Kannada,Hebbal Hobli
346,Labor 346,Sapling Planting,53,male,part-time,3.3,Telugu,Hennur Hobli
347,Labor 347,Timber Harvesting,53,male,unavailable,2.9,Punjabi,Banaswadi Hobli
348,Labor 348,Beekeeping (for Pollination),28,female,available,1.5,Hindi,Anekal Hobli
349,Labor 349,Irrigation Technician,33,male,part-time,4.4,Kannada,Koramangala Hobli
350,Labor 350,Land Leveler,21,female,unavailable,5,Telugu,Begur Hobli
351,Labor 351,Crop Duster Operator,37,male,available,4.5,Punjabi,Banashankari Hobli
352,Labor 352,Harvesting Laborer,45,female,part-time,4.7,Hindi,Nazarabad Hobli
353,Labor 353,Seeder Operator,56,female,unavailable,4.7,Kannada,Bannimantap Hobli
354,Labor 354,Fertilizer Applicator,35,male,available,2,Telugu,Hinkal Hobli
355,Labor 355,Soil Preparation Laborer,33,male,part-time,1.1,Punjabi,T. Narasipura Hobli
356,Labor 356,Weeder,23,female,unavailable,2,Hindi,Nanjangud Hobli
357,Labor 357,Farm Laborer,44,male,available,1.2,Kannada,Muddur Hobli
358,Labor 358,Livestock Caretaker,23,male,part-time,4.8,Telugu,Kammalapura Hobli
359,Labor 359,Water Carrier,35,male,unavailable,2.9,Punjabi,Savadatti Hobli
360,Labor 360,Plowing (Traditional & Tractor),60,male,available,3.1,Hindi,Murgod Hobli
361,Labor 361,Leveling and Soil Tillage,24,male,part-time,1.8,Kannada,Kakati Hobli
362,Labor 362,Composting/Manure Application,43,male,unavailable,2,Telugu,Kittur Hobli
363,Labor 363,Mulching Techniques,59,male,available,4.3,Punjabi,Hukeri Hobli
364,Labor 364,Seed Sowing (Manual & Machine),46,female,part-time,1.5,Hindi,Chinchkheda Hobli
365,Labor 365,"Seedling Transplantation (Paddy, Vegetables)",23,male,unavailable,1.4,Kannada,Gokak Hobli
366,Labor 366,Nursery Management,42,female,available,1.6,Telugu,Kavoor Hobli
367,Labor 367,Seed Treatment,19,female,part-time,3.3,Punjabi,Suratkal Hobli
368,Labor 368,"Weeding (Manual, Chemical, Mechanical)",44,male,unavailable,1.9,Hindi,Bajpe Hobli
369,Labor 369,"Fertilizer Application (DAP, Urea, Organic)",54,female,available,3.1,Kannada,Mulki Hobli
370,Labor 370,Pest/Disease Identification & Management,52,male,part-time,4.1,Telugu,Puttur Hobli
371,Labor 371,"Pruning and Training (Fruit Trees, Vineyards)",39,male,unavailable,3.8,Punjabi,Bellare Hobli
372,Labor 372,"Grain Harvesting (Wheat, Rice, Maize)",49,female,available,3.9,Hindi,Kadaba Hobli
373,Labor 373,"Fruit Picking (Mango, Banana, Citrus)",55,male,part-time,2.5,Kannada,Chikkamagaluru Hobli
374,Labor 374,"Vegetable Harvesting (Tomato, Onion, Potato)",31,male,unavailable,2.1,Telugu,Mudigere Hobli
375,Labor 375,Tea/Coffee Plucking,18,male,available,1.6,Punjabi,Kadur Hobli
376,Labor 376,Threshing (Manual & Machine),20,female,part-time,1.2,Hindi,Tarikere Hobli
377,Labor 377,Winnowing and Cleaning,49,male,unavailable,1.7,Kannada,Koppa Hobli
378,Labor 378,Grading and Sorting,35,female,available,3.4,Telugu,N.R. Pura Hobli
379,Labor 379,"Storage (Grain Silos, Cold Storage)",28,male,part-time,3.9,Punjabi,Bhadravati Hobli
380,Labor 380,Tractor Operations,23,male,unavailable,4.2,Hindi,Tumkur Hobli
381,Labor 381,Plowing/Harrowing,47,female,available,4.8,Kannada,Sira Hobli
382,Labor 382,Seeding/Planting Attachments,53,male,part-time,3.3,Telugu,Madhugiri Hobli
383,Labor 383,Trailer Handling,27,male,unavailable,2.7,Punjabi,Pavagada Hobli
384,Labor 384,Drip Irrigation Setup,53,female,available,1.3,Hindi,Tiptur Hobli
385,Labor 385,Sprinkler Operation,44,female,part-time,3.4,Kannada,Gubbi Hobli
386,Labor 386,Pump Maintenance,31,female,unavailable,4,Telugu,Kunigal Hobli
387,Labor 387,Combine Harvester Operation,42,female,available,2.4,Punjabi,Karwar Hobli
388,Labor 388,Power Tiller Usage,57,female,part-time,1.4,Hindi,Bhatkal Hobli
389,Labor 389,Thresher Operation,52,female,unavailable,4.4,Kannada,Kumta Hobli
390,Labor 390,Animal Husbandry,29,female,available,2.7,Telugu,Honavar Hobli
391,Labor 391,"Dairy Farming (Milking, Feed Management)",45,female,part-time,2,Punjabi,Honavar Hobli
392,Labor 392,"Poultry Care (Vaccination, Brooding)",52,male,unavailable,4.6,Hindi,Jalahalli Hobli
393,Labor 393,Goat/Sheep Rearing,48,female,available,1.6,Kannada,Yelahanka Hobli
394,Labor 394,Fisheries,24,male,part-time,2.4,Telugu,Hebbal Hobli
395,Labor 395,Pond Preparation,45,male,unavailable,3.8,Punjabi,Hennur Hobli
396,Labor 396,Fish Feeding Techniques,22,male,available,1.6,Hindi,Banaswadi Hobli
397,Labor 397,Net Casting/Harvesting,26,female,part-time,2.5,Kannada,Anekal Hobli
398,Labor 398,Organic Farming,22,male,unavailable,3.2,Telugu,Koramangala Hobli
399,Labor 399,Vermicomposting,46,female,available,1.9,Punjabi,Begur Hobli
400,Labor 400,Biofertilizer Application,26,male,part-time,1.2,Hindi,Banashankari Hobli
401,Labor 401,"Natural Pest Control (Neem, Cow Urine)",30,male,unavailable,3.1,Kannada,Nazarabad Hobli
402,Labor 402,Greenhouse Management,51,male,available,2.6,Telugu,Bannimantap Hobli
403,Labor 403,Polyhouse Maintenance,57,male,part-time,1.6,Punjabi,Hinkal Hobli
404,Labor 404,Hydroponics/Aquaponics,42,male,unavailable,3.6,Hindi,T. Narasipura Hobli
405,Labor 405,Agroforestry,50,female,available,2,Kannada,Nanjangud Hobli
406,Labor 406,Sapling Planting,41,male,part-time,2.5,Telugu,Muddur Hobli
407,Labor 407,Timber Harvesting,52,female,unavailable,1.3,Punjabi,Kammalapura Hobli
408,Labor 408,Beekeeping (for Pollination),46,male,available,3.2,Hindi,Savadatti Hobli
409,Labor 409,Irrigation Technician,35,male,part-time,3.5,Kannada,Murgod Hobli
410,Labor 410,Land Leveler,20,male,unavailable,4.1,Telugu,Kakati Hobli
411,Labor 411,Crop Duster Operator,50,male,available,3.6,Punjabi,Kittur Hobli
412,Labor 412,Harvesting Laborer,23,female,part-time,1.7,Hindi,Hukeri Hobli
413,Labor 413,Seeder Operator,47,female,unavailable,3.6,Kannada,Chinchkheda Hobli
414,Labor 414,Fertilizer Applicator,38,male,available,2.4,Telugu,Gokak Hobli
415,Labor 415,Soil Preparation Laborer,46,male,part-time,3,Punjabi,Kavoor Hobli
416,Labor 416,Weeder,43,male,unavailable,2.8,Hindi,Suratkal Hobli
417,Labor 417,Farm Laborer,57,male,available,3.7,Kannada,Bajpe Hobli
418,Labor 418,Livestock Caretaker,39,female,part-time,1,Telugu,Mulki Hobli
419,Labor 419,Water Carrier,40,female,unavailable,2.2,Punjabi,Puttur Hobli
420,Labor 420,Plowing (Traditional & Tractor),52,male,available,2,Hindi,Bellare Hobli
421,Labor 421,Leveling and Soil Tillage,53,male,part-time,2.5,Kannada,Kadaba Hobli
422,Labor 422,Composting/Manure Application,52,female,unavailable,4.7,Telugu,Chikkamagaluru Hobli
423,Labor 423,Mulching Techniques,20,female,available,2.3,Punjabi,Mudigere Hobli
424,Labor 424,Seed Sowing (Manual & Machine),23,female,part-time,4.9,Hindi,Kadur Hobli
425,Labor 425,"Seedling Transplantation (Paddy, Vegetables)",53,male,unavailable,3.3,Kannada,Tarikere Hobli
426,Labor 426,Nursery Management,29,female,available,1.1,Telugu,Koppa Hobli
427,Labor 427,Seed Treatment,38,male,part-time,1.3,Punjabi,N.R. Pura Hobli
428,Labor 428,"Weeding (Manual, Chemical, Mechanical)",39,male,unavailable,4.3,Hindi,Bhadravati Hobli
429,Labor 429,"Fertilizer Application (DAP, Urea, Organic)",34,male,available,3.9,Kannada,Tumkur Hobli
430,Labor 430,Pest/Disease Identification & Management,39,male,part-time,2.3,Telugu,Sira Hobli
431,Labor 431,"Pruning and Training (Fruit Trees, Vineyards)",39,female,unavailable,1.2,Punjabi,Madhugiri Hobli
432,Labor 432,"Grain Harvesting (Wheat, Rice, Maize)",48,male,available,4.1,Hindi,Pavagada Hobli
433,Labor 433,"Fruit Picking (Mango, Banana, Citrus)",51,female,part-time,1.8,Kannada,Tiptur Hobli
434,Labor 434,"Vegetable Harvesting (Tomato, Onion, Potato)",40,male,unavailable,3.2,Telugu,Gubbi Hobli
435,Labor 435,Tea/Coffee Plucking,48,female,available,2.1,Punjabi,Kunigal Hobli
436,Labor 436,Threshing (Manual & Machine),50,female,part-time,1.8,Hindi,Karwar Hobli
437,Labor 437,Winnowing and Cleaning,34,male,unavailable,2.4,Kannada,Bhatkal Hobli
438,Labor 438,Grading and Sorting,55,male,available,3.5,Telugu,Kumta Hobli
439,Labor 439,"Storage (Grain Silos, Cold Storage)",36,male,part-time,4.5,Punjabi,Honavar Hobli
440,Labor 440,Tractor Operations,46,female,unavailable,2.5,Hindi,Honavar Hobli
441,Labor 441,Plowing/Harrowing,54,male,available,4.7,Kannada,Jalahalli Hobli
442,Labor 442,Seeding/Planting Attachments,34,male,part-time,2.4,Telugu,Yelahanka Hobli
443,Labor 443,Trailer Handling,38,male,unavailable,1.6,Punjabi,Hebbal Hobli
444,Labor 444,Drip Irrigation Setup,54,female,available,2.8,Hindi,Hennur Hobli
445,Labor 445,Sprinkler Operation,54,female,part-time,3.8,Kannada,Banaswadi Hobli
446,Labor 446,Pump Maintenance,18,female,unavailable,3.8,Telugu,Anekal Hobli
447,Labor 447,Combine Harvester Operation,48,male,available,3.8,Punjabi,Koramangala Hobli
448,Labor 448,Power Tiller Usage,34,female,part-time,1.8,Hindi,Begur Hobli
449,Labor 449,Thresher Operation,35,male,unavailable,4,Kannada,Banashankari Hobli
450,Labor 450,Animal Husbandry,40,male,available,3.3,Telugu,Nazarabad Hobli
451,Labor 451,"Dairy Farming (Milking, Feed Management)",44,male,part-time,3.6,Punjabi,Bannimantap Hobli
452,Labor 452,"Poultry Care (Vaccination, Brooding)",31,female,unavailable,2.3,Hindi,Hinkal Hobli
453,Labor 453,Goat/Sheep Rearing,48,male,available,2.6,Kannada,T. Narasipura Hobli
454,Labor 454,Fisheries,38,male,part-time,2.7,Telugu,Nanjangud Hobli
455,Labor 455,Pond Preparation,46,male,unavailable,1.9,Punjabi,Muddur Hobli
456,Labor 456,Fish Feeding Techniques,18,male,available,3.5,Hindi,Kammalapura Hobli
457,Labor 457,Net Casting/Harvesting,25,female,part-time,2.5,Kannada,Savadatti Hobli
458,Labor 458,Organic Farming,58,female,unavailable,4.6,Telugu,Murgod Hobli
459,Labor 459,Vermicomposting,56,female,available,1.8,Punjabi,Kakati Hobli
460,Labor 460,Biofertilizer Application,48,female,part-time,2,Hindi,Kittur Hobli
461,Labor 461,"Natural Pest Control (Neem, Cow Urine)",43,male,unavailable,2.8,Kannada,Hukeri Hobli
462,Labor 462,Greenhouse Management,38,male,available,1,Telugu,Chinchkheda Hobli
463,Labor 463,Polyhouse Maintenance,49,female,part-time,1.6,Punjabi,Gokak Hobli
464,Labor 464,Hydroponics/Aquaponics,47,male,unavailable,1.1,Hindi,Kavoor Hobli
465,Labor 465,Agroforestry,20,male,available,1,Kannada,Suratkal Hobli
466,Labor 466,Sapling Planting,30,male,part-time,3.4,Telugu,Bajpe Hobli
467,Labor 467,Timber Harvesting,37,female,unavailable,2,Punjabi,Mulki Hobli
468,Labor 468,Beekeeping (for Pollination),44,male,available,1.8,Hindi,Puttur Hobli
469,Labor 469,Irrigation Technician,48,female,part-time,3.3,Kannada,Bellare Hobli
470,Labor 470,Land Leveler,19,female,unavailable,2.9,Telugu,Kadaba Hobli
471,Labor 471,Crop Duster Operator,53,female,available,1.1,Punjabi,Chikkamagaluru Hobli
472,Labor 472,Harvesting Laborer,20,male,part-time,4.8,Hindi,Mudigere Hobli
473,Labor 473,Seeder Operator,21,female,unavailable,2.5,Kannada,Kadur Hobli
474,Labor 474,Fertilizer Applicator,29,male,available,2.9,Telugu,Tarikere Hobli
475,Labor 475,Soil Preparation Laborer,43,female,part-time,1.3,Punjabi,Koppa Hobli
476,Labor 476,Weeder,48,male,unavailable,1.7,Hindi,N.R. Pura Hobli
477,Labor 477,Farm Laborer,20,female,available,4.3,Kannada,Bhadravati Hobli
478,Labor 478,Livestock Caretaker,50,male,part-time,2.1,Telugu,Tumkur Hobli
479,Labor 479,Water Carrier,38,female,unavailable,2.7,Punjabi,Sira Hobli
480,Labor 480,Plowing (Traditional & Tractor),33,female,available,2.9,Hindi,Madhugiri Hobli
481,Labor 481,Leveling and Soil Tillage,56,male,part-time,3.6,Kannada,Pavagada Hobli
482,Labor 482,Composting/Manure Application,21,male,unavailable,4.4,Telugu,Tiptur Hobli
483,Labor 483,Mulching Techniques,59,male,available,2.7,Punjabi,Gubbi Hobli
484,Labor 484,Seed Sowing (Manual & Machine),31,male,part-time,4,Hindi,Kunigal Hobli
485,Labor 485,"Seedling Transplantation (Paddy, Vegetables)",51,female,unavailable,3.2,Kannada,Karwar Hobli
486,Labor 486,Nursery Management,18,male,available,4.5,Telugu,Bhatkal Hobli
487,Labor 487,Seed Treatment,26,male,part-time,3.1,Punjabi,Kumta Hobli
488,Labor 488,"Weeding (Manual, Chemical, Mechanical)",31,male,unavailable,2.1,Hindi,Honavar Hobli
489,Labor 489,"Fertilizer Application (DAP, Urea, Organic)",27,male,available,4.6,Kannada,Honavar Hobli
490,Labor 490,Pest/Disease Identification & Management,41,male,part-time,3.3,Telugu,Jalahalli Hobli
491,Labor 491,"Pruning and Training (Fruit Trees, Vineyards)",48,female,unavailable,1.5,Punjabi,Yelahanka Hobli
492,Labor 492,"Grain Harvesting (Wheat, Rice, Maize)",23,male,available,3.2,Hindi,Hebbal Hobli
493,Labor 493,"Fruit Picking (Mango, Banana, Citrus)",25,male,part-time,3.7,Kannada,Hennur Hobli
494,Labor 494,"Vegetable Harvesting (Tomato, Onion, Potato)",47,male,unavailable,1.3,Telugu,Banaswadi Hobli
495,Labor 495,Tea/Coffee Plucking,22,male,available,1.1,Punjabi,Anekal Hobli
496,Labor 496,Threshing (Manual & Machine),33,female,part-time,3.3,Hindi,Koramangala Hobli
497,Labor 497,Winnowing and Cleaning,46,female,unavailable,1.1,Kannada,Begur Hobli
498,Labor 498,Grading and Sorting,32,female,available,4.4,Telugu,Banashankari Hobli
499,Labor 499,"Storage (Grain Silos, Cold Storage)",40,male,part-time,4.9,Punjabi,Nazarabad Hobli
500,Labor 500,Tractor Operations,41,female,unavailable,1.6,Hindi,Bannimantap Hobli
501,Labor 501,Plowing/Harrowing,38,female,available,2.3,Kannada,Hinkal Hobli
502,Labor 502,Seeding/Planting Attachments,49,female,part-time,3.3,Telugu,T. Narasipura Hobli
503,Labor 503,Trailer Handling,41,male,unavailable,3.5,Punjabi,Nanjangud Hobli
504,Labor 504,Drip Irrigation Setup,58,female,available,3.3,Hindi,Muddur Hobli
505,Labor 505,Sprinkler Operation,27,male,part-time,2.6,Kannada,Kammalapura Hobli
506,Labor 506,Pump Maintenance,47,male,unavailable,3.1,Telugu,Savadatti Hobli
507,Labor 507,Combine Harvester Operation,44,female,available,3.8,Punjabi,Murgod Hobli
508,Labor 508,Power Tiller Usage,18,female,part-time,3.3,Hindi,Kakati Hobli
509,Labor 509,Thresher Operation,22,female,unavailable,4.6,Kannada,Kittur Hobli
510,Labor 510,Animal Husbandry,57,female,available,5,Telugu,Hukeri Hobli
511,Labor 511,"Dairy Farming (Milking, Feed Management)",21,male,part-time,1.6,Punjabi,Chinchkheda Hobli
512,Labor 512,"Poultry Care (Vaccination, Brooding)",32,male,unavailable,4.4,Hindi,Gokak Hobli
513,Labor 513,Goat/Sheep Rearing,50,male,available,4.7,Kannada,Kavoor Hobli
514,Labor 514,Fisheries,58,female,part-time,4.7,Telugu,Suratkal Hobli
515,Labor 515,Pond Preparation,49,female,unavailable,2.1,Punjabi,Bajpe Hobli
516,Labor 516,Fish Feeding Techniques,49,female,available,4.5,Hindi,Mulki Hobli
517,Labor 517,Net Casting/Harvesting,57,female,part-time,1.2,Kannada,Puttur Hobli
518,Labor 518,Organic Farming,34,female,unavailable,3.8,Telugu,Bellare Hobli
519,Labor 519,Vermicomposting,27,male,available,2.4,Punjabi,Kadaba Hobli
520,Labor 520,Biofertilizer Application,49,female,part-time,4.3,Hindi,Chikkamagaluru Hobli
521,Labor 521,"Natural Pest Control (Neem, Cow Urine)",33,male,unavailable,2.3,Kannada,Mudigere Hobli
522,Labor 522,Greenhouse Management,51,female,available,2.1,Telugu,Kadur Hobli
523,Labor 523,Polyhouse Maintenance,44,male,part-time,2.9,Punjabi,Tarikere Hobli
524,Labor 524,Hydroponics/Aquaponics,43,female,unavailable,1.1,Hindi,Koppa Hobli
525,Labor 525,Agroforestry,38,male,available,3.9,Kannada,N.R. Pura Hobli
526,Labor 526,Sapling Planting,18,female,part-time,4.9,Telugu,Bhadravati Hobli
527,Labor 527,Timber Harvesting,37,male,unavailable,2.6,Punjabi,Tumkur Hobli
528,Labor 528,Beekeeping (for Pollination),59,female,available,1.4,Hindi,Sira Hobli
529,Labor 529,Irrigation Technician,47,male,part-time,4.5,Kannada,Madhugiri Hobli
530,Labor 530,Land Leveler,52,male,unavailable,3,Telugu,Pavagada Hobli
531,Labor 531,Crop Duster Operator,34,male,available,4.4,Punjabi,Tiptur Hobli
